timestamp,value
2025-01-01,0.6491381622678176
2025-01-02,0.6684101798792256
2025-01-03,0.653015353816436
2025-01-04,0.6683238452751078
2025-01-05,0.6850454666479502
2025-01-06,0.693865927789305
2025-01-07,0.6628044718958561
2025-01-08,0.6723756787336712
2025-01-09,0.6943049530693384
2025-01-10,0.6719511598387443
2025-01-11,0.6992237652321762
2025-01-12,0.6986728562272828
2025-01-13,0.7162610398474863
2025-01-14,0.6968463145469403
2025-01-15,0.6833850321566615
2025-01-16,0.7166473264803632
2025-01-17,0.7007913231318721
2025-01-18,0.6960560860541267
2025-01-19,0.7015080698316327
2025-01-20,0.6913176305508503
2025-01-21,0.6919765768347044
2025-01-22,0.6906211733628899
2025-01-23,0.6883464219733103
2025-01-24,0.6990475001164639
2025-01-25,0.6916087194206844
2025-01-26,0.6879587971794657
2025-01-27,0.6569996056072384
2025-01-28,0.6656887758738818
2025-01-29,0.6707390098862481
2025-01-30,0.6567792590320022
2025-01-31,0.6635218617660096
2025-02-01,0.6465318394409605
2025-02-02,0.6527978926603739
2025-02-03,0.6390807190502871
2025-02-04,0.6185781002668986
2025-02-05,0.6146129657120403
2025-02-06,0.6144851244459981
2025-02-07,0.6265103481049952
2025-02-08,0.6202557085091777
2025-02-09,0.6218963350246924
2025-02-10,0.6086543870590341
2025-02-11,0.5868787953312813
2025-02-12,0.5918796833830631
2025-02-13,0.5804643555670763
2025-02-14,0.5926621655750155
2025-02-15,0.6102157423889109
2025-02-16,0.6045818687447212
2025-02-17,0.6022238481858804
2025-02-18,0.6117972400880213
2025-02-19,0.6108786352383563
2025-02-20,0.6041353186420005
2025-02-21,0.6078795889811136
2025-02-22,0.6129384332586819
2025-02-23,0.600519940721238
2025-02-24,0.6149800216858965
2025-02-25,0.6241421047666771
2025-02-26,0.6157489405109199
2025-02-27,0.6392761803229446
2025-02-28,0.6322732973649959
2025-03-01,0.6545418326471917
2025-03-02,0.6379662716770671
2025-03-03,0.6540284524087757
2025-03-04,0.659461942733049
2025-03-05,0.663024676308245
2025-03-06,0.6696651794400909
2025-03-07,0.6883946266612145
2025-03-08,0.6680343131122902
2025-03-09,0.6858133240690352
2025-03-10,0.6857240584061118
2025-03-11,0.6881786832817075
2025-03-12,0.6905936721382082
2025-03-13,0.6885280529802175
2025-03-14,0.7093654380642265
2025-03-15,0.7139962859396174
2025-03-16,0.7158324049619379
