timestamp,value
2025-01-01,0.663642802721375
2025-01-02,0.6629536796984478
2025-01-03,0.6692821338244341
2025-01-04,0.6610231413379805
2025-01-05,0.6742226669190865
2025-01-06,0.6707521166762704
2025-01-07,0.6879929662513435
2025-01-08,0.6796958007090724
2025-01-09,0.6741340177462266
2025-01-10,0.6894517255999641
2025-01-11,0.7044218469436625
2025-01-12,0.6830853446184856
2025-01-13,0.6946545402612084
2025-01-14,0.7071884821455374
2025-01-15,0.6835455058230897
2025-01-16,0.7108654509866171
2025-01-17,0.6958675234259045
2025-01-18,0.6926754811428556
2025-01-19,0.6854501013659571
2025-01-20,0.6769455876230732
2025-01-21,0.6963238144337944
2025-01-22,0.6961538538646225
2025-01-23,0.6860835874781512
2025-01-24,0.6681314400737818
2025-01-25,0.6895319218082518
2025-01-26,0.6782915549164061
2025-01-27,0.6689503549608058
2025-01-28,0.6358650549790925
2025-01-29,0.6724645145695456
2025-01-30,0.6506101563052012
2025-01-31,0.6467525057652338
2025-02-01,0.6541157672327429
2025-02-02,0.6493860779366158
2025-02-03,0.639146091290797
2025-02-04,0.6431756820445486
2025-02-05,0.6172511968600137
2025-02-06,0.6213245042226795
2025-02-07,0.6428406258614958
2025-02-08,0.6193743119856753
2025-02-09,0.6033538580353153
2025-02-10,0.6145984680505264
2025-02-11,0.6131193760242225
2025-02-12,0.6064763814221078
2025-02-13,0.5883753813941973
2025-02-14,0.5977407807475649
2025-02-15,0.6087298170921409
2025-02-16,0.5990585428686583
2025-02-17,0.6010647940223091
2025-02-18,0.6078650144062034
2025-02-19,0.6129090090436713
2025-02-20,0.6038117170263084
2025-02-21,0.6128951138744027
2025-02-22,0.6206455574042581
2025-02-23,0.6088233294193153
2025-02-24,0.6410559280987527
2025-02-25,0.6378067880749677
2025-02-26,0.6293634018039546
2025-02-27,0.6262814372217017
2025-02-28,0.6595206565747624
2025-03-01,0.6595433202834802
2025-03-02,0.6414629057467126
2025-03-03,0.6539075128109386
2025-03-04,0.6457438404176989
2025-03-05,0.6570689046215938
2025-03-06,0.6725305257399957
2025-03-07,0.6681940173737868
2025-03-08,0.6755237370861308
2025-03-09,0.6842061260758856
2025-03-10,0.6837644930975278
2025-03-11,0.6834991711223741
2025-03-12,0.6876527263451795
2025-03-13,0.6960672918655418
2025-03-14,0.7136535064727298
2025-03-15,0.696976494673898
2025-03-16,0.6852029002997063
2025-03-17,0.6911006428745824
2025-03-18,0.6929191259576146
2025-03-19,0.7020275805974259
2025-03-20,0.7029284699588684
2025-03-21,0.7166525899630415
2025-03-22,0.6846442498057485
2025-03-23,0.6839296082597263
2025-03-24,0.6883440414930078
2025-03-25,0.701556093576966
2025-03-26,0.6951277840985552
2025-03-27,0.6773948500378318
2025-03-28,0.6778782433443417
2025-03-29,0.6630323521702657
2025-03-30,0.6527256073610743
2025-03-31,0.6524393005225834
2025-04-01,0.6335463424942426
2025-04-02,0.6598997334519593
2025-04-03,0.636301982914438
2025-04-04,0.6368203839418137
2025-04-05,0.6252379961462686
2025-04-06,0.6399352851459552
2025-04-07,0.6217516808619952
2025-04-08,0.624111701577551
2025-04-09,0.6138026023935595
2025-04-10,0.6095422408932442
2025-04-11,0.6125079938342691
2025-04-12,0.612255401216328
2025-04-13,0.6043726519959826
2025-04-14,0.5912882492463079
2025-04-15,0.6029144350920377
2025-04-16,0.5918839660926449
2025-04-17,0.60101551650333
2025-04-18,0.6072464018495849
2025-04-19,0.611893165538385
2025-04-20,0.610558803748332
2025-04-21,0.6126254927397788
2025-04-22,0.6066830447839696
2025-04-23,0.6084429507374426
2025-04-24,0.6329660609540221
2025-04-25,0.6365640646676671
2025-04-26,0.611992638591188
2025-04-27,0.6225521939793817
2025-04-28,0.6322592004495369
2025-04-29,0.6233426327562308
2025-04-30,0.6575206809173257
2025-05-01,0.6623584574245345
2025-05-02,0.6536900350755271
2025-05-03,0.6693001444176384
2025-05-04,0.6742622472620959
2025-05-05,0.6712668067750408
2025-05-06,0.6449491628421018
2025-05-07,0.6793841152887532
2025-05-08,0.6950753179503145
2025-05-09,0.704307205614046
2025-05-10,0.6875715400766818
2025-05-11,0.6983753224045451
2025-05-12,0.6960665037855336
2025-05-13,0.6897692713070463
2025-05-14,0.6897356763845277
2025-05-15,0.6999666977029854
2025-05-16,0.6994928487755221
2025-05-17,0.7058201639963719
2025-05-18,0.707524069132649
2025-05-19,0.7023538096670529
2025-05-20,0.6891127347755451
2025-05-21,0.6961154891342163
2025-05-22,0.6906227435368615
2025-05-23,0.6664472982084453
2025-05-24,0.6730014280469695
2025-05-25,0.6601034734138724
2025-05-26,0.6742936593473844
2025-05-27,0.6551156379099652
2025-05-28,0.6359240614423474
2025-05-29,0.646771972612979
2025-05-30,0.632503079160963
2025-05-31,0.610195052540283
2025-06-01,0.6016723677089568
2025-06-02,0.6015154063091385
2025-06-03,0.6028893885531614
2025-06-04,0.5972603834933616
2025-06-05,0.5859404751086389
2025-06-06,0.5753341101768666
2025-06-07,0.5702516663489792
2025-06-08,0.5446976364959949
2025-06-09,0.5664926453641548
2025-06-10,0.5447539435109017
2025-06-11,0.5664163228240933
2025-06-12,0.5470683447059882
2025-06-13,0.5208700184610568
2025-06-14,0.5336251261114693
2025-06-15,0.5238098571313234
2025-06-16,0.5297210672687876
2025-06-17,0.5365644631952763
2025-06-18,0.5180361556115883
2025-06-19,0.520757672356778
2025-06-20,0.613364335163612
2025-06-21,0.60614995579059
2025-06-22,0.6037193880554628
2025-06-23,0.6172064881342568
2025-06-24,0.6241223451039221
2025-06-25,0.612758259914129
2025-06-26,0.6293896838860396
2025-06-27,0.6421825970397087
2025-06-28,0.6400891843021104
